,スキルシート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更新日：　2024年　10月　23日,,,,,,,,,,
,フリガナ,,,,エイチエム,,,,,,,,,,,,,性　別,,男,,年　齢,,32歳,,最終学歴,,大阪大学　卒業,,,,,,,,,,,,
,氏　　名,,,,HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GitHub ID,,,,,,,,,,,,,,,,,ポートフォリオ,,,,,,,,最寄り駅,,総武線　東船橋駅,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,得意分野,,,,"・Web系システム開発
・Saasの開発",,,,,,,,,,,,,,,,,得意言語,,"Python, JavaScript, TypeScript",,,,,,,,,,,,,,,,
,得意業務,,,,"・サーバーサイドはPython,Django,DjangoRestFrameworkでの開発。
・フロントエンドはVue.jsでの開発。
・オフショア開発のプロジェクトマネジメント。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"自己PR
・
備考",,,,"- 大学時代に国内ITベンチャー企業でSEO対策のCMS販売営業を経験。同社の大阪支社にて、平均受注金額、受注率において1位を獲得。
- 未経験のPythonを2週間で学習し、3週間目から新機能追加を実装。
- 大阪大学合格時に自分なりの効率的な学習法を形作った経験のおかげで、
　新規参画プロジェクトにおいてもスピーディーにキャッチアップをし、成果を上げることができる。
- これまでエンジニア・PMとして5年以上、様々な現場で上流から下流（要求分析〜結合テスト）まで経験があるため、どの工程でも対応可能。
- 開発作業以外に、案件の進捗管理、メンバーのタスク管理などのマネージメント業務も複数現場で経験。
- 参画先部署内に開発チームがない中で、オフショアラボの開発チームを立ち上げる。
- 自社サービスの構想から新規開発（技術選定、クラウドインフラ構築、フロントエンド・バックエンド開発）～運用・保守の一連の経験。
- 生成AIを用いた新規開発の経験も複数あり。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,実務開発経験,,,,開発言語,言語,,,期間,,言語,,,期間,,フレームワーク,言語,,,期間,,データベース,言語,,,期間,,サーバー・OS,言語,,,期間,,その他,言語,,,期間,,
,,,,,,Python,,,4年,,,,,,,,Django,,,4年,,,MySQL,,,4年,,,GCP,,,1.5年,,,,,,,,
,,,,,,TypeScript,,,3年,,,,,,,,Vue.js(Nuxt.js),,,4.5年,,,PostgreSQL,,,1年,,,AWS,,,4年,,,,,,,,
,,,,,,JavaScript,,,5年,,,,,,,,React(Next.js),,,2年,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,NestJS,,,0.5年,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,会社名　/　プロダクト名,,,,,,,,,,,,,,,,"雇用
形態",,"規模
・
人数",,"使用言語
・
FW",,DB,,"サーバ
OS",,ツール,,担当領域,,,,,,
,項番,期間,,,,業種,,業務内容,,,,,,,,,,,,,,,,,,,,,,,,,, 要件定義,　基本設計,　詳細設計,　実装・開発,"　テスト・
　コードレビュー", 保守・運用,
,1,0年4ヶ月,,,,情報,,生成AI開発受託企業,,,,,,,,,,,,,,業務委託,,"＜全体＞
15名

＜チーム＞
2~3名",,"Python,
Flask,
React.js
",,"MySQL,
DynamoDB",,"AWS Amplify,
API Gateway,
AWS Lambda,
Amazon Bedrock,
AzureAppService,
BlobStorage",,"Github, 
Teams, ",,●,●,●,●,●,,
,,2024年12月,,,,,,"＜サービス＞
＜ビジネスアイデア立案システム開発・見積もり自動化システム開発＞",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"＜プロジェクトの概要＞

本企業は、生成AIを用いた様々なPoC開発・受託開発を行う企業である。
当企業は社員5000名を超える大手企業などから受託した開発など、常に複数のプロジェクトが動いている中で、エンジニア要員が不足しているという背景があった。
そこで私はフルスタックエンジニアとしてこちらの企業に業務委託として参画した。

＜担当業務など＞

- 要求分析、要件定義、設計
- ディレクターからの要求分析、要件定義

＜業務内容＞

- AWSを用いたサーバーレス構成でののビジネスアイデア立案システムのPoC開発
-- フロントエンド：React.js（ホスティングAWS Amplify）
-- バックエンド：Python（AWS Lambda）
-- インフラ構築：Amazon Bedrock, Amazon OpenSearch, API Gateway, AWS Lambada 
- 大手企業向けの社内マニュアルチャットボットの機能改修
- 空調設備メンテナンス企業向けの見積もり自動化システムの開発 
-- AzureAppService
-- Blob Storage 
-- Azure OpenAI

＜習得スキル＞

- 認証基盤の概念を理解するスキル。
- 複雑な構成のシステムの認証とアプリの連携の要件を定義するスキル。
- 大規模なプロジェクトにおける作業の調整、スケジュール調整をするスキル。
- Ansibleによる仮想サーバー払い出しの自動化

＜状況＞

- 複数のプロジェクトが動いている中で、スピード感のある開発が求められていた。
- しかし、開発を進めるにあたってのエンジニアリソースが不足していた。
- また、AWSの知見のあるエンジニアが多くいなかった。
- 仕様などに関するドキュメントが少なかった。

＜打ち手・実績＞

- 関連しそうなステークホルダーと早期にライトな会話を繰り返し、関係構築を図った。
- 早期に関係構築を図ったことで、対話の中で、ドキュメントに記載のない仕様を早めに把握することができた。

＜自己評価＞

- 非常にスピード感の求められる開発の中で、参画先メンバーと良好な関係を築きながら開発を進められたと思う。
- 結果的に、特別な納期遅れが発生することなく、開発を終えることができた。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025年3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0年3ヶ月,,,,情報,,株式会社日立製作所,,,,,,,,,,,,,,業務委託,,"＜全体＞
30名超

＜チーム＞
10名",,"Go
React.js",,MySQL,,AWS,,"Gitlab, 
Teams, 
Redmine",,●,●,●,,,,
,,2024年1月,,,,,,"＜サービス＞
＜JP1 Operations Integration＞",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"＜プロジェクトの概要＞

本プロジェクトは、運用自動化ツールをエンハンス開発するプロジェクトである。本システムは既に稼働していたが、2024年4月ごろに参画先企業独自のIdPで登録されているユーザーを本システムのユーザーとして、利用できるようにするリリースを控えていた。本システムの開発は、参画先企業の子会社であるニアショア拠点（新潟）およびオフショア拠点（ベトナム）で行われていた。しかし当時、参画先企業には追加開発をしていくにあたって、要件を定義し、設計を行うエンジニアリソースが不足していた。そこで私は、参画先企業で要件定義、設計及びベンダーコントロールをするため、2024年1月に本プロジェクトに参画した。

＜担当業務など＞

- 要求分析、要件定義、設計
- 開発メンバーのタスク管理、進捗管理
- ディレクターからの要求分析、要件定義

＜業務内容＞

- 運用自動化ツールを参画先企業独自のIdPと連携をするための要件定義および開発にあたって必要となる申請作業。
- 運用自動化ツールのエンハンス開発（認証基盤）、技術調査。
- KeycloakのAPI調査、OpsI（開発対象のシステム）のAPI設計、OAS作成。
- OpsI（開発対象のシステム）のGUI検討、基本設計。
- 開発ラボ（ベトナム、新潟）とのエンハンス開発における作業の調整。

＜習得スキル＞

- 認証基盤の概念を理解するスキル。
- 複雑な構成のシステムの認証とアプリの連携の要件を定義するスキル。
- 大規模なプロジェクトにおける作業の調整、スケジュール調整をするスキル。
- Ansibleによる仮想サーバー払い出しの自動化

＜状況＞

- 複数のプロジェクトが動いている中で、参画先企業独自のIdPと認証連携をするためのエンハンス開発が行われていた。
- しかし、認証連携の開発を進めるにあたっての上流工程を担うエンジニアリソースが不足していた。
- また、ステークホルダーや関連部署が多く、エンハンス開発を進めるにも、開発ツールの利用申請や作業の調整など
　付随する作業が多く必要だった。
- 開発するにあたって必要となるツールが参画先企業の規定により大きく制限されていた。
　（vscodeがインストールできなかった）
- 参画当時、私は認証基盤や認証に関する知識はもっていなかった。

＜打ち手・実績＞

- 参画先部署には、認証基盤に関して詳しいものが少なく参画先メンバーに疑問点を解消してもらうことが難しかった。
　そのため参画先企業の社内ナレッジ集の保管場所を聞いて、開発事例集やKeycloakの公式ドキュメントを読むなどして、
　認証基盤系の概念、活用法などを習得した。
- プロジェクトの規模感が大きく、参画先社内のメンバーもプロジェクトの全体像を明確に理解しているものが少なかったので、
　参画先部署以外のメンバーともコミュニケーションを図って、全体像の把握に努めた。
- OASを作成するにあたって、vscodeなどのツールが使えなかったので、
　代わりにブラウザのYAML整形サイトなどを使って、OASを作成した。

＜自己評価＞

- 期待値が不明確で必要十分なインプットがない中で、自ら期待値をすり合わせて、必要となるインプットを調査して、
　業務に臨んだ。
　その結果、開発にあたって必要となるOASやGUIの資料などを作成して、開発を進めることができたので、
　良かったと思う。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2024年3月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,0年10ヶ月,,,,旅行,,株式会社エアトリ,,,,,,,,,,,,,,業務委託,,"＜全体＞
10名

＜チーム＞
6名",,"Python
Django
JavaScript
Vue.js",,MySQL,,"AWS,
EC2,",,"VSCODE, 
Github, 
Slack, 
Notion,
Redmine",,●,●,●,●,●,●,
,,2023年4月,,,,,,"＜サービス＞
＜MAツールの開発＞",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"＜プロジェクトの概要＞

本プロジェクトは、MAツールを開発・運用するプロジェクトである。2022年10月ごろに参画先企業A社がX社より本MAツールを買収した。そして2023年6月にA社の名前を関してリニューアルリリースを控えていた。しかし当時、参画先A社の参画先部署（O事業部）にはエンジニアチームが存在しなかった。そのため参画先部署のO事業部はフロントエンドからバックエンドまで一気通貫で対応できるエンジニアを探していた。そこで、私はリニューアルリリースを控えた2023年4月のタイミングで本プロジェクトに参画した。

＜担当業務など＞

- 要求分析、要件定義、設計、開発、テスト
- 開発メンバーのタスク管理、進捗管理
- リリースルールの構築
- 機能開発のフローの構築、優先度決めの構築
- リリースのスケジュール調整
- 事業部メンバーからの要求分析、仕様に落とし込む
- フロントエンド部分の開発
    - Vue.js
    - CSSなどの修正
- バックエンド部分の開発
    - DjangoRestFrameworkによる開発
- 単体テスト
- 結合テスト
- 受け入れテスト

＜業務内容＞

- MAツールの新機能開発、不具合調査、改修、保守業務。
- 当初は、Vue.js、DRFでフロントエンド、バックエンドの改修、テスト設計を行っていた。
    - バックエンド部分：
        - 見込み顧客一覧の検索機能の修正
        - 並び替え機能の不具合の修正
        - etc
    - フロントエンド部分：
        - 見込み顧客登録・編集モーダルにおけるバリデーションの追加
        - etc
- オフショア開発ラボの要員の募集要件作成・面談・採用
- オフショアの開発ラボを立ち上げた。
- 開発ラボ、および外部協力会社の新機能開発におけるタスク管理、進捗管理、リリースの調整。

＜習得スキル＞

- Notionによるカンバン方式のボードを作成する。
- ベトナムにあるオフショアラボの立ち上げ。
- ばらばらに記載されていた開発関連のドキュメントを整理しなおして、体系化して、標準化する。
- カンバン方式導入によって、一つ一つ指示を出さなくともタスクが割り振られるようにする仕組みづくり。

＜状況＞

- 参画先の企業は、自分が参画する半年ほど前に他社より、開発対象となるMAツールを買収した。当ツールは、フロントエンド部分はVue.js、バックエンド部分はDjangoRestFrameworkで開発されていた。
 しかし、参画先企業には、自分が参画するまでVue.js、Python、DjangoRestFrameworkを理解できるものがおらず、参画先の部署には開発チームが存在しなかった。
- 参画前まで、300件を超えるチケットがあり、参画先企業の内部で改修は1件もされていなかった。
- 開発対象となるMAツールは今後、参画先企業内で注力をしていきたいサービスであった。
　しかし、参画先企業の要求とその要求を実現したい時期をヒアリングすると、自分ひとりの開発リソースでは到底足りなかった。そこで、参画先企業のグループ会社のオフショアラボを活用する案が浮上した。
- しかし、参画先部署には開発（ラボ開発）を立ち上げるノウハウがなかった。ただし、参画先の別部署にはオフショアラボチームを抱えていた。
　また、その際自分自身も開発ラボを立ち上げた経験はなかった。

＜打ち手・実績＞

- 参画先企業には、システムのロジックを理解しているものがいなかったため、譲渡元企業のCTO、エンジニアを紹介してもらい不明点を伺いながらコードの解析を行なっていった。
    - 参画先企業内にシステムのロジックを知るものがいない中で、1週間で2つのチケットの改修を行い、リリース作業を行った。
- 参画先部署には、ラボ開発を立ち上げるノウハウがなかったが、別部署にはすでにオフショアラボチームを抱えている部署があった。
　すでにラボを有していた部署のメンバーを紹介してもらい、参画先企業におけるラボチームの立ち上げにおける注意点をヒアリングしていった。
    - そして、注意点を伺った上で、参画先部署の責任者に必要なリソースを提案し、稟議を通して頂いた。
    - 既にオフショアラボを有していた部署、参画先の部署の責任者にお力添えをいただきながら、オフショア開発ラボを参画してから1か月半で立ち上げることができた。
- オフショアラボ活用の際には、コミュニケーションコストが発生すること、コードの質に注意が必要なことなどを伺っていたため、それらの注意点を念頭に置いて、自らオフショアメンバーを面接して、採用を行った。
- オフショア開発ラボが立ち上がった後は、てつかずのタスク（チケット）が300件を超していたため、参画先企業に沿った独自の優先度フレームワークを導入して、開発優先度を決定し、カンバン方式で開発を進める体制を整えていった。
    - オフショア開発ラボが立ち上がった後は、2週間スプリントで平均5チケットを消化する体制を整えることができた。
　（参画先企業が開発対象のMAツールを買収してから自分が参画するまでの半年間のチケット消化数は0件）
    - リリースを頻繁に行うようになり、改善がなされた箇所に関して「不具合が減ってスムーズに利用できる場面が増えた」というポジティブなVoCを頂いた。

＜自己評価＞

- 開発体制がない中で、開発ラボを立ち上げることとなった。開発ラボの立ち上げは当時未経験であったが、参画先部署に限らず、関連部署と連携しながら開発ラボを立ち上げることができ良かったのではないかと思う。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2024年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,0年8ヶ月,,,,旅行,,株式会社アップルワールド,,,,,,,,,,,,,,業務委託,,"＜全体＞
11名

＜チーム＞
2名",,"TypeScript,
NestJS",,"MySQL,
PostgreSQL,
Oracle",,Linux,,"VSCODE, Github, 
Slack, 
Gather",,,,●,●,●,,
,,2022年4月,,,,,,"＜サービス＞
航空券予約システムの開発",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"＜プロジェクトの概要＞

本プロジェクトは、国内航空券および国内ホテルを予約するOTAサービスのリニューアル開発プロジェクトである。既に展開されていたサービスは、バックエンド部分がバラバラの言語で開発されており、老朽化が進んでいた。また、UI上、SEO上も課題が多くリニューアル開発されることになった。リニューアル開発における期間はおよそ1年で、私はリニューアルプロジェクトが始動する2023年4月のタイミングで参画した。プロジェクトメンバーの構成は、UI/UXデザイナー2名、フロントエンドエンジニア2名、バックエンドエンジニア2名、PM1名、サブPM1名、インフラ1名という合計9名であった。私はバックエンドエンジニアとして参画した。

＜担当業務など＞

- 設計
- TypeScript,NestJSでのプログラミング（サーバーサイド）
- 単体テスト
- 結合テスト

＜業務内容＞

- ORMの技術調査（Prisma,TypeORM）
- Prismaのサンプルコード作成、また使用手順をGithubのReadmeにまとめた。
- Prismaを通しての既存DBのスキーマ読み込みと新規開発におけるDB設計
- NestJsによるBFF層の実装、修正
- 地域一覧取得API、ホテル一覧取得API etc
- 他のバックエンドメンバーが実装したコードのレビュー（Github）
- アジャイル開発でのスプリントプランニングとポイント付与
- swaggerでAPI仕様書の作成

＜習得スキル＞

- TypeScript,NestJSによるバックエンドの実装
- アジャイル開発でのスプリントプランニング
- クリーンアーキテクチャーによる開発

＜状況＞

- 参画当時、私は静的型付け言語は未経験だった。
- 参画当時、私はswaggerの利用は未経験だった。
- 参画当時、私はアジャイル開発は未経験だった。

＜打ち手・実績＞

- TypeScriptが未経験メンバーが参加する勉強会に毎回参加した。
- prismaの技術調査を行っていたので、社内ノウハウに蓄積されるようにまた自分自身のアウトプットを兼ねて、リポジトリのReadmeに技術調査時のメモと活用法、活用事例の記録を残した。
- swaggerの公式チュートリアルや、NestJSで提供されているリファレンスを参照しながら、実践を通して習得していった。
- 未経験の領域、言語、分野が多かったがフルリモート環境にかかわらず不都合なく業務を進めることができた。
- アジャイル開発は未経験だったが、経験のある方に随時時間をとっていただき、質問会を開催した。
- スプリントプランニングで見積もった通りのペースで毎回開発を進めることができ、消化すべきポイントを毎スプリント消化することができた。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022年11月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,0年11ヶ月,,,,広告,,株式会社イルグルム,,,,,,,,,,,,,,業務委託,,"＜全体＞
5名

＜チーム＞
2名",,"Python, Django, JavaScript, Vue.js ",,MySQL,,"Linux,
AWS,
ECS,
ECR",,"VSCODE, CodeCommit, Redmine,
Slack",,,●,●,●,●,●,
,,2021年5月,,,,,,"＜サービス＞
広告主・代理店マッチングシステム",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"＜プロジェクトの概要＞

本プロジェクトは、広告主と代理店をマッチングするサービスの開発プロジェクトである。既に代理店用の管理画面はあったが、広告主用の管理画面はなかった。私が参画するまでは、参画先企業の営業の方々が、広告主から与件（広告の案件）のヒアリングを行い、手作業で代理店管理画面に与件を掲載していた。しかし、それらの手作業の工数が大きく、営業の方々の工数を下げるため、広告主が自ら与件を登録できるようにするべく広告主管理画面の開発プロジェクトが始まった。開発期間は12か月で、私は本プロジェクトが始動する2021年5月のタイミングで参画した。

プロジェクトメンバーの構成は、デザイナー1名、マークアップコーダー1名、PＭ1名、フロントエンド・バックエンドエンジニア1名の合計4名であった。私はフロントエンド・バックエンドエンジニアとして参画した。

本プロジェクトは、新規事業のため、まだ大きく開発リソースを割くことができない状況であった。本プロジェクトの専属エンジニアは私1人で、他のプロジェクト構成員は他のプロジェクトと兼任であった。

＜担当業務など＞

- 要求分析、要件定義、設計
- PythonDjangoRestFrameWorkでのサーバーサイト処理部分実装、新機能改修
- Vue.jsでのフロントエンド部分実装、新機能改修
- 単体テスト
- DB設計（draw.ioでのER図作成、ORMでの反映）
- テスト仕様書作成
- カスタムコマンド作成

＜業務内容＞

- Vue.jsによる広告主管理画面フロントエンド部分の新規開発
- デザイナー・コーダーが作成したデザインをVue.jsで実装
- 広告主管理画面の開発に伴う代理店管理画面の改修
- 営業からの要求分析
- リリースに向けてのスケジュール調整
- デザイナーの工数の調整・締切の共有
- 開発工数の見積もり
- 開発に伴うDB改修
- draw.ioによるER図作成
- modelsへの記載を通してのDB改修
- DjangoRestFrameworkによるAPIの実装
    - 与件登録
    - 一覧表示
    - 編集・削除API
    - 与件エントリーAPIの作成 etc
- 日々の保守・運用業務（リリース作業、バグ修正の対応）

＜習得スキル＞
・AWS環境下での開発
・Dockerでの開発
・Vue.jsを用いたフロントエンドの実装

＜状況＞

- 専属のエンジニアは自分1人しかいないという環境での開発だったため、不明点があっても原則自分で解決しないといけない状況であった。
- 営業の方から要求をヒアリングすると、開発対象となるシステムには、新たにデザインが必要な画面があった。
- しかし、デザインチームが専属ではなかったため、デザイナーの工数確保や、リリースに向けてのスケジュール調整を自ら行う必要があった。
- 専属のエンジニアは自分一人しかいないという状況のため、新機能開発と並行して、日々の運用・保守における要望も自ら受け付ける体制だった。

＜打ち手・実績＞

- まず、社内においてどのような専門領域を持つ方々がプロジェクトに参画しているのかを参画先企業の窓口となっているPMの方にヒアリングを行った。その結果、デザイナー、インフラ面におけるサポートは受けられるという回答だったため、自らはバックエンド、フロントエンドの開発における課題を解決することに集中すべきである状況と理解した。バックエンド、フロントエンドの開発における課題を業務時間内にスピーディーに解決できるようにすべく、業務時間外においてもUdemyなどを活用して、関連する技術におけるインプットを意識的に増やした。
- 日々の業務時間外におけるインプットのおかげで、業務時間内における技術的な課題に関しての調査の工数が圧縮され、開発工数の見積もりに対しての実際の開発工数の差異はほとんど見られなかった。
